Datetime,Open,High,Low,Close,Volume,Symbol
2026-03-06 15:05:00,191.45,191.75,191.01,191.22,1054693,AAPL
2026-03-06 15:10:00,191.6,191.71,190.55,191.31,1998877,AAPL
2026-03-06 15:15:00,191.13,191.58,190.74,191.32,1557963,AAPL
2026-03-06 15:20:00,191.35,191.94,191.1,191.58,1610243,AAPL
2026-03-06 15:25:00,190.93,191.19,190.58,191.15,2175515,AAPL
2026-03-06 15:30:00,191.43,191.47,191.11,191.31,1559211,AAPL
2026-03-06 15:35:00,191.16,191.63,191.02,191.24,1844555,AAPL
2026-03-06 15:40:00,191.32,191.74,191.24,191.58,2542841,AAPL
2026-03-06 15:45:00,191.89,191.97,191.51,191.54,1366335,AAPL
2026-03-06 15:50:00,191.56,192.12,191.12,191.37,2024170,AAPL
2026-03-06 15:55:00,191.15,191.5,191.12,191.12,2194842,AAPL
