Datetime,Open,High,Low,Close,Volume,Symbol
2026-03-06 12:15:00,195.74,196.08,195.34,195.63,2325695,TSLA
2026-03-06 12:20:00,196.22,196.51,195.99,196.29,1881590,TSLA
2026-03-06 12:25:00,195.21,195.33,194.52,195.31,1066367,TSLA
2026-03-06 12:30:00,195.61,196.1,195.33,195.48,2544475,TSLA
2026-03-06 12:35:00,193.92,194.24,193.69,193.91,2339798,TSLA
2026-03-06 12:40:00,192.7,192.91,192.69,192.85,1674199,TSLA
2026-03-06 12:45:00,193.43,193.62,192.4,193.0,2093227,TSLA
2026-03-06 12:50:00,193.46,193.85,193.22,193.59,1942631,TSLA
2026-03-06 12:55:00,193.83,194.09,193.37,193.73,1832749,TSLA
2026-03-06 13:00:00,193.54,193.83,193.01,193.64,2202490,TSLA
2026-03-06 13:05:00,193.15,193.67,192.51,193.4,2516232,TSLA
2026-03-06 13:10:00,191.91,192.36,191.53,192.22,1646165,TSLA
2026-03-06 13:15:00,191.73,191.96,191.36,191.64,1970237,TSLA
2026-03-06 13:20:00,190.62,191.58,190.55,191.27,1376108,TSLA
2026-03-06 13:25:00,192.44,192.87,191.98,192.12,2065370,TSLA
2026-03-06 13:30:00,192.68,193.11,192.04,192.39,2005116,TSLA
2026-03-06 13:35:00,190.78,191.12,190.73,190.98,1699891,TSLA
2026-03-06 13:40:00,191.25,191.37,191.21,191.24,2331065,TSLA
2026-03-06 13:45:00,191.25,191.62,190.29,190.93,1023956,TSLA
2026-03-06 13:50:00,190.36,190.57,190.28,190.39,1688650,TSLA
2026-03-06 13:55:00,190.84,191.03,190.66,190.88,2424801,TSLA
2026-03-06 14:00:00,191.78,191.98,191.43,191.7,2153649,TSLA
2026-03-06 14:05:00,192.61,192.8,192.2,192.45,1719909,TSLA
2026-03-06 14:10:00,191.93,192.11,191.77,191.78,2058663,TSLA
2026-03-06 14:15:00,191.79,191.96,191.37,191.53,1898903,TSLA
2026-03-06 14:20:00,191.75,192.13,191.5,191.8,2406754,TSLA
2026-03-06 14:25:00,192.84,192.84,192.37,192.58,1844866,TSLA
2026-03-06 14:30:00,192.26,192.3,192.16,192.19,2297578,TSLA
2026-03-06 14:35:00,191.88,192.67,191.58,192.04,1392905,TSLA
2026-03-06 14:40:00,191.39,191.63,190.97,191.16,2314172,TSLA
2026-03-06 14:45:00,190.2,190.47,190.18,190.2,1661419,TSLA
2026-03-06 14:50:00,191.05,191.09,190.61,190.85,1839307,TSLA
2026-03-06 14:55:00,192.02,192.19,191.69,191.94,2121843,TSLA
2026-03-06 15:00:00,191.93,192.08,191.74,191.88,2116024,TSLA
2026-03-06 15:05:00,192.39,193.11,192.18,192.68,1893276,TSLA
2026-03-06 15:10:00,193.03,193.48,192.71,192.97,1920030,TSLA
2026-03-06 15:15:00,192.45,192.76,192.45,192.46,1855670,TSLA
2026-03-06 15:20:00,192.81,193.06,192.59,192.75,2766369,TSLA
2026-03-06 15:25:00,193.95,194.1,193.75,193.98,1799389,TSLA
2026-03-06 15:30:00,193.99,194.0,193.92,193.95,1613495,TSLA
2026-03-06 15:35:00,195.2,195.35,194.76,195.2,2479635,TSLA
2026-03-06 15:40:00,193.53,193.76,192.84,193.1,2091671,TSLA
2026-03-06 15:45:00,194.2,194.44,193.51,193.76,1700303,TSLA
2026-03-06 15:50:00,193.41,193.99,193.18,193.83,2075196,TSLA
2026-03-06 15:55:00,193.66,194.22,193.31,193.59,1711548,TSLA
