Datetime,Open,High,Low,Close,Volume
2026-03-02 10:57:00,75.69,76.14,75.25,75.56,800387
2026-03-02 10:58:00,75.22,75.37,74.62,75.3,1621983
2026-03-02 10:59:00,75.67,75.73,75.39,75.55,1177531
2026-03-02 11:00:00,75.54,76.14,75.47,75.6,1099548
2026-03-02 11:01:00,76.22,76.35,75.83,76.09,876549
2026-03-02 11:02:00,75.62,76.07,75.49,75.74,1155787
2026-03-02 11:03:00,75.66,76.17,75.57,75.57,1133748
2026-03-02 11:04:00,75.16,75.49,74.95,75.38,1169820
2026-03-02 11:05:00,74.59,74.67,74.13,74.64,928594
2026-03-02 11:06:00,74.97,75.14,74.64,74.79,1009954
2026-03-02 11:07:00,74.92,75.12,74.71,74.92,1084194
2026-03-02 11:08:00,75.02,75.18,74.28,74.92,1219430
2026-03-02 11:09:00,74.71,75.07,74.5,74.81,921597
2026-03-02 11:10:00,74.31,74.5,73.89,74.1,726808
2026-03-02 11:11:00,74.13,74.21,73.78,73.89,1028677
2026-03-02 11:12:00,73.36,73.84,73.05,73.72,729465
2026-03-02 11:13:00,73.01,73.65,72.82,73.32,1306745
2026-03-02 11:14:00,73.13,73.75,72.79,73.24,1247162
2026-03-02 11:15:00,73.41,73.6,73.36,73.44,1100356
2026-03-02 11:16:00,74.61,75.04,74.27,74.38,734790
2026-03-02 11:17:00,74.39,74.55,74.1,74.47,808569
2026-03-02 11:18:00,74.67,74.68,74.59,74.6,848300
2026-03-02 11:19:00,74.51,74.84,74.25,74.56,1207049
2026-03-02 11:20:00,73.23,73.88,72.78,73.6,869995
2026-03-02 11:21:00,73.57,74.02,73.29,73.59,799208
2026-03-02 11:22:00,73.66,73.68,73.4,73.62,1035364
2026-03-02 11:23:00,74.74,74.93,74.24,74.85,1268092
2026-03-02 11:24:00,74.49,75.0,74.25,74.75,770347
2026-03-02 11:25:00,75.07,75.53,74.57,74.9,816499
2026-03-02 11:26:00,75.09,75.17,74.72,74.89,1068117
2026-03-02 11:27:00,74.38,74.78,73.99,74.3,1233917
2026-03-02 11:28:00,74.83,74.89,74.37,74.87,1102850
2026-03-02 11:29:00,75.36,75.38,74.91,75.25,933184
2026-03-02 11:30:00,75.76,76.06,75.64,75.65,965129
2026-03-02 11:31:00,75.24,75.35,75.15,75.19,1165209
2026-03-02 11:32:00,75.8,76.37,75.28,75.89,1276290
2026-03-02 11:33:00,74.93,75.4,74.78,75.19,1052697
2026-03-02 11:34:00,75.54,75.61,75.25,75.48,861891
2026-03-02 11:35:00,76.4,76.83,76.38,76.58,856848
2026-03-02 11:36:00,76.22,76.67,75.91,76.08,1047880
2026-03-02 11:37:00,75.9,76.04,75.78,75.8,1148536
2026-03-02 11:38:00,75.95,76.32,75.59,75.85,1177458
2026-03-02 11:39:00,75.45,75.61,75.24,75.6,958137
2026-03-02 11:40:00,75.04,75.75,74.59,74.82,723791
2026-03-02 11:41:00,74.92,75.14,74.79,74.86,1290652
2026-03-02 11:42:00,74.06,74.54,73.88,74.33,1343875
2026-03-02 11:43:00,74.96,75.19,74.4,74.56,1171917
2026-03-02 11:44:00,74.03,74.12,74.02,74.1,616065
2026-03-02 11:45:00,74.88,75.09,74.73,74.88,1288726
2026-03-02 11:46:00,74.24,74.73,74.15,74.49,944047
2026-03-02 11:47:00,74.48,74.59,74.16,74.33,1193636
2026-03-02 11:48:00,74.67,74.92,74.34,74.73,834917
2026-03-02 11:49:00,74.71,75.08,73.71,74.12,735508
2026-03-02 11:50:00,74.33,74.49,74.07,74.23,949008
2026-03-02 11:51:00,74.86,74.98,74.83,74.89,556139
2026-03-02 11:52:00,74.04,74.34,73.98,74.08,1597051
2026-03-02 11:53:00,74.25,74.34,73.9,74.17,1096537
2026-03-02 11:54:00,74.39,74.57,73.69,74.3,773822
2026-03-02 11:55:00,74.79,75.07,74.53,74.69,816262
2026-03-02 11:56:00,73.99,74.16,73.7,74.08,1183690
2026-03-02 11:57:00,73.17,73.43,72.95,73.42,748299
2026-03-02 11:58:00,73.63,73.77,72.91,73.68,1086591
2026-03-02 11:59:00,73.55,73.99,73.24,73.83,1417688
2026-03-02 12:00:00,73.63,74.51,73.07,73.95,1077922
2026-03-02 12:01:00,73.95,74.28,73.16,74.12,1000675
2026-03-02 12:02:00,73.85,74.13,73.48,73.78,1017137
2026-03-02 12:03:00,73.71,73.98,73.45,73.9,918379
2026-03-02 12:04:00,73.85,74.24,73.59,74.05,953075
2026-03-02 12:05:00,73.7,74.13,73.6,73.69,989959
2026-03-02 12:06:00,75.15,75.48,74.18,74.62,1199371
2026-03-02 12:07:00,74.92,75.44,74.75,74.86,1077831
2026-03-02 12:08:00,74.25,74.63,73.92,74.26,874864
2026-03-02 12:09:00,74.33,74.65,74.09,74.59,987295
2026-03-02 12:10:00,74.35,74.49,74.09,74.1,1011604
2026-03-02 12:11:00,74.67,75.34,74.32,74.5,1042256
2026-03-02 12:12:00,75.32,75.46,74.51,75.08,1123942
2026-03-02 12:13:00,74.54,75.02,74.35,74.67,963094
2026-03-02 12:14:00,75.03,75.81,74.76,75.15,1254975
2026-03-02 12:15:00,75.49,75.83,75.29,75.36,998695
2026-03-02 12:16:00,75.89,76.09,75.55,75.77,1016399
2026-03-02 12:17:00,76.81,77.24,76.5,76.71,1157811
2026-03-02 12:18:00,76.61,77.03,76.47,76.59,827782
2026-03-02 12:19:00,76.5,76.71,76.08,76.21,904101
2026-03-02 12:20:00,75.83,75.97,75.71,75.77,1062261
2026-03-02 12:21:00,75.7,76.02,75.31,75.36,1188262
2026-03-02 12:22:00,75.12,75.44,74.57,75.32,956390
2026-03-02 12:23:00,75.32,75.69,75.0,75.49,843047
2026-03-02 12:24:00,75.56,76.05,75.55,75.63,1180455
2026-03-02 12:25:00,75.86,76.5,75.71,76.05,1206116
2026-03-02 12:26:00,75.92,76.31,75.59,76.05,1178049
2026-03-02 12:27:00,76.81,76.98,76.43,76.78,820986
2026-03-02 12:28:00,76.77,77.05,76.51,76.65,726572
2026-03-02 12:29:00,78.18,78.55,77.84,78.01,1125126
2026-03-02 12:30:00,78.18,78.49,78.1,78.32,892231
2026-03-02 12:31:00,77.69,78.48,77.58,77.89,687039
2026-03-02 12:32:00,77.38,77.45,77.15,77.36,939590
2026-03-02 12:33:00,77.53,77.82,77.43,77.6,1063231
2026-03-02 12:34:00,77.58,78.04,77.26,77.49,1122493
2026-03-02 12:35:00,77.64,77.92,77.63,77.84,973100
2026-03-02 12:36:00,78.15,78.58,77.75,78.08,737556
2026-03-02 12:37:00,78.17,78.57,77.93,78.04,1218196
2026-03-02 12:38:00,78.02,78.33,77.54,77.62,1209017
2026-03-02 12:39:00,76.89,76.9,76.76,76.86,1312682
2026-03-02 12:40:00,76.48,77.1,76.33,76.64,720138
2026-03-02 12:41:00,77.14,77.77,76.88,77.07,1177046
2026-03-02 12:42:00,77.06,77.21,76.47,77.17,898850
2026-03-02 12:43:00,76.34,77.0,75.75,76.55,1000739
2026-03-02 12:44:00,76.84,77.24,76.41,76.64,902938
2026-03-02 12:45:00,77.08,77.58,76.66,76.83,824037
2026-03-02 12:46:00,76.79,76.95,76.29,76.39,1068467
2026-03-02 12:47:00,76.78,77.03,76.34,76.47,1092657
2026-03-02 12:48:00,76.5,76.67,75.74,76.49,940678
2026-03-02 12:49:00,75.97,76.32,75.81,75.92,959105
2026-03-02 12:50:00,76.45,76.92,75.96,76.1,969832
2026-03-02 12:51:00,76.37,76.52,76.31,76.38,848343
2026-03-02 12:52:00,76.7,77.11,76.51,76.92,839136
2026-03-02 12:53:00,77.63,77.82,77.37,77.45,1164068
2026-03-02 12:54:00,76.76,76.9,76.6,76.76,960706
2026-03-02 12:55:00,76.25,76.52,76.2,76.29,690276
2026-03-02 12:56:00,76.45,76.64,76.38,76.55,951700
2026-03-02 12:57:00,76.79,76.95,76.53,76.81,870046
2026-03-02 12:58:00,76.82,77.38,76.68,77.06,929615
2026-03-02 12:59:00,78.84,79.38,78.7,78.99,1036285
2026-03-02 13:00:00,79.4,79.56,79.15,79.28,814660
2026-03-02 13:01:00,79.84,80.1,79.67,79.84,642826
2026-03-02 13:02:00,80.25,80.41,80.19,80.32,1538606
2026-03-02 13:03:00,80.72,81.02,80.62,80.65,644750
2026-03-02 13:04:00,80.47,80.74,80.2,80.49,890091
2026-03-02 13:05:00,80.85,81.06,80.32,80.87,935751
2026-03-02 13:06:00,80.85,81.09,80.34,80.48,1073746
2026-03-02 13:07:00,80.44,81.02,80.28,80.36,1169031
2026-03-02 13:08:00,80.11,80.54,80.1,80.12,1340821
2026-03-02 13:09:00,80.41,80.43,79.88,80.16,926698
2026-03-02 13:10:00,80.98,81.6,80.51,81.32,945201
2026-03-02 13:11:00,80.34,80.48,79.77,80.39,1325191
2026-03-02 13:12:00,81.17,81.22,80.64,80.73,696671
2026-03-02 13:13:00,80.22,80.57,79.86,79.92,780539
2026-03-02 13:14:00,79.57,79.94,79.39,79.69,892175
2026-03-02 13:15:00,80.12,80.48,79.79,80.23,1044108
2026-03-02 13:16:00,80.51,80.66,80.05,80.26,953895
2026-03-02 13:17:00,79.96,80.02,79.57,79.72,1096775
2026-03-02 13:18:00,79.15,79.57,79.02,79.37,938438
2026-03-02 13:19:00,79.54,79.97,79.38,79.71,1245796
2026-03-02 13:20:00,79.21,79.48,78.59,79.34,883076
2026-03-02 13:21:00,79.44,79.72,79.16,79.45,866444
2026-03-02 13:22:00,79.53,79.59,78.8,79.47,575859
2026-03-02 13:23:00,79.03,79.28,78.2,79.15,900053
2026-03-02 13:24:00,80.11,80.64,80.0,80.22,1076597
2026-03-02 13:25:00,80.56,81.2,80.31,80.54,1043079
2026-03-02 13:26:00,79.62,80.8,78.9,79.52,1344939
2026-03-02 13:27:00,79.56,79.7,79.55,79.62,915152
2026-03-02 13:28:00,79.17,79.38,78.72,79.29,1150115
2026-03-02 13:29:00,79.63,80.05,79.49,79.71,1251429
2026-03-02 13:30:00,79.21,79.42,78.99,79.32,1151584
2026-03-02 13:31:00,79.4,79.95,79.21,79.26,1133730
2026-03-02 13:32:00,79.53,79.92,79.29,79.51,1149001
2026-03-02 13:33:00,79.9,79.96,79.88,79.94,1050448
2026-03-02 13:34:00,79.32,79.41,78.85,79.34,1197089
2026-03-02 13:35:00,79.35,79.49,78.91,79.18,1191060
2026-03-02 13:36:00,79.11,79.56,78.76,78.94,954090
2026-03-02 13:37:00,78.28,78.73,77.99,78.61,906700
2026-03-02 13:38:00,79.62,79.68,79.4,79.49,770461
2026-03-02 13:39:00,79.71,80.61,79.64,79.7,673905
2026-03-02 13:40:00,79.31,79.54,78.93,79.07,1304201
2026-03-02 13:41:00,79.34,80.05,79.06,79.53,952688
2026-03-02 13:42:00,80.81,81.15,80.34,80.59,878282
2026-03-02 13:43:00,81.0,81.42,80.63,81.1,948229
2026-03-02 13:44:00,80.41,80.58,79.8,80.34,1054011
2026-03-02 13:45:00,79.72,80.12,79.31,80.1,1397455
2026-03-02 13:46:00,80.92,80.95,80.36,80.73,830736
2026-03-02 13:47:00,80.49,80.55,80.3,80.38,1254470
2026-03-02 13:48:00,80.75,80.84,80.11,80.6,807990
2026-03-02 13:49:00,80.97,81.02,80.63,80.99,1482335
2026-03-02 13:50:00,80.83,81.01,80.5,80.53,957558
2026-03-02 13:51:00,80.31,80.52,80.23,80.5,751647
2026-03-02 13:52:00,78.94,78.99,78.3,78.88,827922
2026-03-02 13:53:00,78.28,78.93,78.11,78.36,732903
2026-03-02 13:54:00,78.33,78.8,77.91,78.24,905775
2026-03-02 13:55:00,77.6,78.01,77.21,77.61,720576
2026-03-02 13:56:00,78.31,78.74,77.86,78.43,433568
2026-03-02 13:57:00,77.62,77.88,77.26,77.71,907367
2026-03-02 13:58:00,77.41,77.84,76.85,77.49,922295
2026-03-02 13:59:00,77.6,77.73,77.41,77.56,1006888
2026-03-02 14:00:00,77.78,78.48,77.65,78.28,803541
2026-03-02 14:01:00,77.57,77.71,77.46,77.56,1034092
2026-03-02 14:02:00,77.95,78.21,77.77,78.14,1031394
2026-03-02 14:03:00,78.03,78.22,77.82,78.15,590011
2026-03-02 14:04:00,77.89,77.99,77.53,77.66,1239449
2026-03-02 14:05:00,77.62,78.1,77.53,77.89,843249
2026-03-02 14:06:00,78.34,78.59,77.82,77.99,1040877
2026-03-02 14:07:00,77.45,77.81,77.35,77.69,933427
2026-03-02 14:08:00,77.71,77.88,77.25,77.72,1064318
2026-03-02 14:09:00,77.88,77.89,77.46,77.53,1138544
2026-03-02 14:10:00,77.33,78.1,77.27,77.59,1326371
2026-03-02 14:11:00,77.77,78.46,77.54,77.92,1110608
2026-03-02 14:12:00,78.76,78.83,78.35,78.71,1028071
2026-03-02 14:13:00,77.7,78.43,77.64,78.09,1061999
2026-03-02 14:14:00,79.15,79.53,78.56,79.16,1028717
2026-03-02 14:15:00,77.82,78.41,77.79,78.18,1083921
2026-03-02 14:16:00,77.94,78.49,77.62,78.11,1116708
2026-03-02 14:17:00,78.38,78.58,78.16,78.4,1171111
2026-03-02 14:18:00,78.87,79.19,78.32,78.54,1072283
2026-03-02 14:19:00,77.97,78.4,77.84,78.23,626036
2026-03-02 14:20:00,77.89,78.21,77.8,78.13,758104
2026-03-02 14:21:00,77.96,78.03,77.82,77.88,848841
2026-03-02 14:22:00,77.8,78.29,77.44,77.59,877566
2026-03-02 14:23:00,78.11,78.22,77.97,78.01,1147930
2026-03-02 14:24:00,77.81,78.58,77.79,78.19,917701
2026-03-02 14:25:00,77.83,77.85,77.31,77.84,1298987
2026-03-02 14:26:00,78.3,78.43,78.01,78.29,795767
2026-03-02 14:27:00,78.54,78.62,78.19,78.45,574554
2026-03-02 14:28:00,78.83,79.03,78.7,78.85,1094008
2026-03-02 14:29:00,79.03,79.38,78.99,79.17,820671
2026-03-02 14:30:00,78.92,79.03,77.88,78.75,925035
2026-03-02 14:31:00,78.27,78.96,77.89,78.47,1021881
2026-03-02 14:32:00,79.11,79.21,78.66,78.85,1091180
2026-03-02 14:33:00,79.06,79.36,78.71,79.15,649634
2026-03-02 14:34:00,79.06,79.19,79.03,79.14,916806
2026-03-02 14:35:00,79.01,79.38,78.62,79.2,1155205
2026-03-02 14:36:00,79.64,80.06,79.2,79.84,899719
2026-03-02 14:37:00,79.74,79.89,79.25,79.54,1104428
2026-03-02 14:38:00,79.6,79.92,79.36,79.82,1266114
2026-03-02 14:39:00,79.48,79.98,79.21,79.72,1365924
2026-03-02 14:40:00,79.52,79.82,78.84,79.61,876471
2026-03-02 14:41:00,79.85,80.72,79.64,80.16,623369
2026-03-02 14:42:00,80.49,80.7,80.44,80.57,1085088
2026-03-02 14:43:00,81.02,81.4,80.69,80.98,864600
2026-03-02 14:44:00,81.47,81.88,81.2,81.63,1090245
2026-03-02 14:45:00,81.88,82.23,81.14,81.64,1304647
2026-03-02 14:46:00,82.13,82.66,81.48,81.98,895110
2026-03-02 14:47:00,81.68,82.04,81.36,81.82,1151499
2026-03-02 14:48:00,82.26,82.47,81.9,81.99,802425
2026-03-02 14:49:00,81.75,82.3,81.52,81.92,992196
2026-03-02 14:50:00,81.89,82.58,81.57,81.97,1382283
2026-03-02 14:51:00,82.01,82.32,81.71,82.27,749015
2026-03-02 14:52:00,81.9,82.18,81.85,81.86,1573680
2026-03-02 14:53:00,82.57,83.22,82.52,82.9,1154384
2026-03-02 14:54:00,82.49,82.71,82.33,82.4,628419
2026-03-02 14:55:00,81.92,82.0,81.6,81.79,1211623
2026-03-02 14:56:00,82.45,82.49,82.11,82.37,857555
2026-03-02 14:57:00,83.01,83.44,82.7,82.77,1009200
2026-03-02 14:58:00,82.9,83.43,82.7,83.08,1388243
2026-03-02 14:59:00,83.22,83.51,83.15,83.4,1129297
2026-03-02 15:00:00,83.35,83.65,83.08,83.39,1144227
2026-03-02 15:01:00,82.76,83.35,82.41,82.94,1026859
2026-03-02 15:02:00,83.0,83.16,82.72,82.98,1006006
2026-03-02 15:03:00,82.21,82.9,81.74,82.64,1300683
2026-03-02 15:04:00,83.06,83.19,82.87,83.13,942392
2026-03-02 15:05:00,83.34,84.08,82.67,83.05,1067604
2026-03-02 15:06:00,82.4,82.96,81.9,82.64,810898
2026-03-02 15:07:00,82.25,82.82,82.15,82.48,812414
2026-03-02 15:08:00,82.73,83.04,82.36,82.69,1212274
2026-03-02 15:09:00,82.51,82.62,81.88,82.41,999937
2026-03-02 15:10:00,81.76,82.13,81.13,81.99,797048
2026-03-02 15:11:00,82.04,82.24,82.03,82.12,803539
2026-03-02 15:12:00,82.46,83.16,82.18,82.24,819186
2026-03-02 15:13:00,81.68,82.06,81.34,81.99,1095033
2026-03-02 15:14:00,81.75,81.93,81.42,81.75,1166950
2026-03-02 15:15:00,82.05,82.51,81.39,81.87,1114814
2026-03-02 15:16:00,81.42,81.82,80.73,81.14,970206
2026-03-02 15:17:00,80.54,81.08,80.23,80.44,951463
2026-03-02 15:18:00,79.87,80.45,79.58,80.08,1325693
2026-03-02 15:19:00,79.92,80.45,79.71,79.97,972600
2026-03-02 15:20:00,80.02,80.23,79.9,80.13,1015431
2026-03-02 15:21:00,80.75,80.92,80.72,80.87,574253
2026-03-02 15:22:00,81.39,81.68,80.95,81.29,662531
2026-03-02 15:23:00,80.86,81.62,80.64,81.21,1390651
2026-03-02 15:24:00,81.1,81.26,80.98,81.2,1026213
2026-03-02 15:25:00,80.69,81.06,80.25,80.7,1361439
2026-03-02 15:26:00,80.36,81.0,80.27,80.69,807092
2026-03-02 15:27:00,80.65,80.87,79.9,80.55,1238109
2026-03-02 15:28:00,80.75,81.06,80.38,80.71,887210
2026-03-02 15:29:00,80.13,80.32,79.88,80.3,1027812
2026-03-02 15:30:00,80.24,80.8,80.22,80.56,984866
2026-03-02 15:31:00,81.72,82.13,81.17,81.32,1297822
2026-03-02 15:32:00,81.72,81.84,81.12,81.27,1113952
2026-03-02 15:33:00,81.51,81.54,81.34,81.47,493550
2026-03-02 15:34:00,81.95,81.99,81.75,81.82,1409372
2026-03-02 15:35:00,81.48,81.74,80.88,81.61,833587
2026-03-02 15:36:00,81.62,81.77,81.36,81.73,1041560
2026-03-02 15:37:00,81.47,81.89,81.29,81.73,984555
2026-03-02 15:38:00,81.87,81.99,81.25,81.78,1212788
2026-03-02 15:39:00,81.45,81.86,81.26,81.4,1220264
2026-03-02 15:40:00,81.5,81.9,81.25,81.41,980416
2026-03-02 15:41:00,82.11,82.38,81.48,81.66,744739
2026-03-02 15:42:00,82.12,82.47,82.08,82.38,877175
2026-03-02 15:43:00,82.89,83.37,82.65,82.86,771798
2026-03-02 15:44:00,83.92,84.18,83.8,83.94,917276
2026-03-02 15:45:00,83.46,83.93,83.42,83.55,887878
2026-03-02 15:46:00,83.4,84.61,83.08,83.99,924739
2026-03-02 15:47:00,84.09,84.44,83.57,84.08,1379457
2026-03-02 15:48:00,85.21,85.52,85.12,85.18,732654
2026-03-02 15:49:00,84.69,84.81,84.55,84.77,956269
2026-03-02 15:50:00,84.34,84.38,84.32,84.35,787878
2026-03-02 15:51:00,83.91,84.44,83.62,84.05,578870
2026-03-02 15:52:00,83.22,83.64,82.9,82.99,479372
2026-03-02 15:53:00,82.66,82.75,82.35,82.73,896956
2026-03-02 15:54:00,82.66,82.85,82.07,82.35,680480
2026-03-02 15:55:00,82.36,82.49,82.21,82.42,892936
2026-03-02 15:56:00,82.7,83.28,82.35,82.6,990382
2026-03-02 15:57:00,83.5,83.64,83.14,83.53,874537
2026-03-02 15:58:00,84.02,84.03,83.86,84.01,725506
2026-03-02 15:59:00,83.78,83.8,83.57,83.72,893279
2026-03-03 09:30:00,83.52,83.78,82.76,83.27,650472
2026-03-03 09:31:00,83.6,83.75,83.28,83.52,1084878
2026-03-03 09:32:00,83.11,83.78,82.71,82.86,501345
2026-03-03 09:33:00,83.58,84.26,83.4,83.77,765224
2026-03-03 09:34:00,84.32,84.98,83.77,84.36,789738
2026-03-03 09:35:00,84.43,84.98,84.1,84.13,752189
2026-03-03 09:36:00,83.69,84.17,83.07,83.27,837519
2026-03-03 09:37:00,83.94,84.0,83.84,83.95,1290200
2026-03-03 09:38:00,84.07,84.39,83.48,83.89,1062626
2026-03-03 09:39:00,84.65,85.09,84.18,84.51,992834
2026-03-03 09:40:00,83.61,84.18,83.5,83.71,1502311
2026-03-03 09:41:00,83.04,83.42,82.85,83.41,1024615
2026-03-03 09:42:00,83.39,83.81,83.32,83.42,848647
2026-03-03 09:43:00,83.0,83.8,82.71,83.44,1010332
2026-03-03 09:44:00,83.26,83.58,83.15,83.21,1180803
2026-03-03 09:45:00,83.47,83.92,83.37,83.53,1038810
2026-03-03 09:46:00,82.74,83.08,82.49,82.99,872343
2026-03-03 09:47:00,82.76,83.24,82.12,82.92,1266267
2026-03-03 09:48:00,83.36,83.73,82.96,82.98,741298
2026-03-03 09:49:00,83.1,83.51,82.73,83.24,920754
2026-03-03 09:50:00,83.81,83.99,82.9,83.59,704111
2026-03-03 09:51:00,83.28,83.63,82.74,83.03,1201426
2026-03-03 09:52:00,82.33,82.4,82.02,82.26,856178
2026-03-03 09:53:00,83.31,83.31,82.67,82.9,841820
2026-03-03 09:54:00,82.91,83.39,82.51,83.07,916957
2026-03-03 09:55:00,82.7,82.74,82.64,82.69,1079163
2026-03-03 09:56:00,83.61,83.83,83.17,83.47,943168
2026-03-03 09:57:00,83.77,84.04,83.12,83.53,1070295
2026-03-03 09:58:00,83.72,84.13,83.15,84.12,810421
2026-03-03 09:59:00,83.98,84.38,83.52,84.15,873448
2026-03-03 10:00:00,85.3,85.49,85.11,85.18,1148837
2026-03-03 10:01:00,86.14,86.22,85.96,86.06,1074012
2026-03-03 10:02:00,85.91,86.07,85.76,85.94,963486
2026-03-03 10:03:00,86.22,86.43,85.98,86.42,777190
2026-03-03 10:04:00,86.8,86.86,86.51,86.74,913774
2026-03-03 10:05:00,87.51,87.67,87.29,87.43,834869
2026-03-03 10:06:00,86.98,87.08,86.94,86.95,582704
2026-03-03 10:07:00,87.32,87.98,87.18,87.29,854384
2026-03-03 10:08:00,87.89,87.99,87.46,87.82,748426
